Trait,CHR,pStart,pEnd,Gene,pval_skat
blood_wbc_count,6,32822186,32826450,PSMB9,1.38114421271798e-10
blood_wbc_count,6,33269881,33280629,TAPBP,9.92876387639813e-14
blood_wbc_count,7,6634333,6646145,C7orf26,7.97381431993927e-08
blood_wbc_count,7,28461647,28856803,CREB5,3.4029129126492e-11
blood_wbc_count,7,65541307,65552497,ASL,1.35396542046594e-10
bmd_heel_tscore,11,16001354,16419171,SOX6,5.68880906221467e-09
bmd_heel_tscore,11,27389681,27490132,LGR4,9.50707075313954e-10
bmd_heel_tscore,11,56467945,56468638,OR9G1,2.44700115229817e-08
bmd_heel_tscore,11,86789285,87013438,TMEM135,5.46231798681518e-08
bmd_heel_tscore,12,49168798,49177113,ADCY6,6.16775620236167e-13
bmd_heel_tscore,16,342437,393342,AXIN1,3.02789120443236e-08
bmd_heel_tscore,16,67031481,67038140,CES4A,5.310643322023541e-09
bmd_heel_tscore,16,67319622,67322118,PLEKHG4,1.08598950080118e-11
bmd_heel_tscore,17,41879074,41902083,MPP3,8.46060641546131e-08
bmd_heel_tscore,17,58762945,59466118,BCAS3,6.63721260174555e-08
bmd_heel_tscore,2,54353344,54528018,ACYP2,1.63219715533876e-15
bmd_heel_tscore,2,54959757,55195330,EML6,1.83154599134858e-10
bmd_heel_tscore,20,10455168,10603750,C20orf94,5.65317610799373e-12
bmd_heel_tscore,20,10621213,10650354,JAG1,4.07808204634361e-13
bmd_heel_tscore,4,782301,816900,CPLX1,1.1570560333462302e-09
bmd_heel_tscore,4,843508,925376,GAK,4.656651127455599e-13
bmd_heel_tscore,4,975238,996165,SLC26A1,2.34549200857883e-10
bmd_heel_tscore,4,1008212,1019011,FGFRL1,3.48528396528731e-16
bmd_heel_tscore,4,1285263,1320357,MAEA,2.01823227231863e-13
bmd_heel_tscore,6,44808398,45515007,SUPT3H,6.75334101973846e-08
bmd_heel_tscore,6,127444091,127507403,RSPO3,9.762144912018212e-17
bmd_heel_tscore,6,133598239,133839213,EYA4,5.45916334360186e-08
bmd_heel_tscore,6,151734061,151766822,RMND1,4.44369455990857e-13
bmd_heel_tscore,6,151816054,151939181,C6orf97,5.94579002089605e-28
bmd_heel_tscore,7,119921723,120372127,KCND2,7.43809366535444e-10
bmd_heel_tscore,7,120430808,120476156,TSPAN12,7.45908189965358e-14
bmd_heel_tscore,7,120641406,120926760,C7orf58,4.908804409993269e-72
bmd_heel_tscore,7,120965562,120969412,WNT16,1.55837250865489e-52
bmd_heel_tscore,7,121008925,121019520,FAM3C,6.924167398407539e-40
bmd_heel_tscore,8,9913362,10277269,MSRA,4.69636922684202e-08
bmi,1,177902387,177937009,SEC16B,4.5579721108524e-08
bmi,11,27389681,27490132,LGR4,3.65292459277971e-08
bmi,14,104027557,104028270,BAG5,2.70359723497648e-08
bmi,16,30491783,30528132,ITGAL,4.96914661640702e-08
bmi,16,53749128,54137949,FTO,2.51099388379276e-19
bmi,19,18326191,18329784,PDE4C,4.54066452206395e-10
bmi,19,46179110,46182304,GIPR,4.22493696811093e-21
bmi,2,25022598,25035709,CENPO,3.66972274790101e-08
bmi,2,25191843,25194741,DNAJC27,2.97750152006775e-13
bmi,4,103174819,103262478,SLC39A8,1.08283486381761e-12
bmi,5,88027278,88112542,MEF2C,4.77786090266497e-12
bmi,6,31469468,31477681,MICB,1.84211541167021e-09
bmi,6,31591808,31605199,PRRC2A,6.62445484015917e-08
bmi,6,31868765,31912523,ZBTB12,4.79704898026512e-08
bmi,6,31915144,31918903,CFB,2.0502801789668e-08
bmi,6,31928148,31937037,SKIV2L,3.22629233375302e-08
bmi,6,32085278,32093922,ATF6B,6.76940625776723e-08
bmi,6,32163274,32191457,NOTCH4,1.49493093287271e-10
bmi,6,34761675,34839644,UHRF1BP1,6.51392398178489e-13
bmi,6,50788262,50803050,TFAP2B,3.51868239505993e-21
bmi,6,51483961,51947237,PKHD1,6.68876376508365e-08
bmi,8,9913362,10277269,MSRA,7.78845860208033e-12
bp_diastolic,1,11850750,11863057,MTHFR,2.43370211578092e-18
bp_diastolic,1,153653250,153662423,NPR1,1.83139231701427e-10
bp_diastolic,12,111490653,111785515,CUX2,1.23607508110163e-08
bp_diastolic,12,112869780,112935344,PTPN11,3.52089092882634e-10
bp_diastolic,14,50603986,50696798,SOS2,8.42625984542877e-08
bp_diastolic,14,50715642,50778816,L2HGDH,3.47972747180766e-09
bp_diastolic,15,69707451,69731500,KIF23,3.55466487901328e-12
bp_diastolic,16,82662523,83211887,CDH13,1.59186757284096e-09
bp_diastolic,20,10455168,10603750,C20orf94,3.04879966530065e-09
bp_diastolic,6,25850845,25864898,SLC17A3,1.07450411358429e-10
bp_diastolic,6,31513402,31514247,ATP6V1G2,3.15701595313236e-15
bp_systolic,1,11850750,11863057,MTHFR,1.03830323378237e-25
bp_systolic,1,153653250,153662423,NPR1,1.41963337630352e-14
bp_systolic,11,9803394,10268593,SBF2,5.20659184655159e-08
bp_systolic,14,94844843,94849201,SERPINA1,2.2256294215986603e-09
bp_systolic,16,69844285,69970529,WWP2,3.34953283918388e-09
bp_systolic,17,42929985,42962808,EFTUD2,2.28578330829816e-10
bp_systolic,2,37489796,37543593,PRKD3,1.47926315010325e-08
c_reactive_prot,1,65733200,65875353,DNAJC6,1.05781579723911e-26
c_reactive_prot,1,66040934,66102257,LEPR,5.17382928665186e-18
c_reactive_prot,1,66379760,66838076,PDE4B,6.93852499825269e-33
c_reactive_prot,1,153613477,153615958,CHTOP,3.55182103728424e-08
c_reactive_prot,1,153703013,153745380,INTS3,2.55372011146018e-12
c_reactive_prot,1,153784029,153794951,GATAD2B,1.76901025985679e-13
c_reactive_prot,1,153973171,154102171,NUP210L,1.03424824071714e-12
c_reactive_prot,1,154134557,154164139,TPM3,2.77112221779553e-14
c_reactive_prot,1,154211516,154239549,UBAP2L,8.87575073256761e-10
c_reactive_prot,1,154303228,154316996,ATP8B2,3.11029705959713e-17
c_reactive_prot,1,154382049,154423485,IL6R,1.05216601915069e-37
c_reactive_prot,1,154499947,154516404,TDRD10,5.31149927756559e-29
c_reactive_prot,1,154541839,154547292,CHRNB2,1.3848173255009101e-19
c_reactive_prot,1,159146690,159168617,CADM3,2.09655438863045e-29
c_reactive_prot,12,47167837,47182531,SLC38A4,1.42348040022e-08
c_reactive_prot,12,120671647,120696245,PXN,4.30360531597469e-15
c_reactive_prot,12,121079806,121090195,CABP1,8.213678998638132e-19
c_reactive_prot,12,121208238,121334133,SPPL3,4.86534829260399e-48
c_reactive_prot,12,121416864,121438844,HNF1A,7.10782091117613e-86
c_reactive_prot,12,121445728,121454148,C12orf43,1.00617334576045e-45
c_reactive_prot,12,121458400,121476423,OASL,1.01733973055108e-148
c_reactive_prot,12,121579024,121622304,P2RX7,1.2863563232617e-38
c_reactive_prot,12,121680460,121710981,CAMKK2,7.60122709927024e-18
c_reactive_prot,12,121750088,121781489,ANAPC5,7.11987591106578e-08
c_reactive_prot,14,94844843,94849201,SERPINA1,8.89228482128269e-27
c_reactive_prot,15,43818079,43820717,MAP1A,2.90511316279362e-19
c_reactive_prot,17,64208285,64222164,APOH,3.99242908732535e-11
c_reactive_prot,17,64304804,64796272,PRKCA,5.91111033454439e-08
c_reactive_prot,17,76379869,76409312,PGS1,1.3687213025504e-12
c_reactive_prot,19,45284266,45299199,CBLC,1.57893334563455e-26
c_reactive_prot,19,45316372,45323471,BCAM,2.11417455295995e-09
c_reactive_prot,19,45351516,45390333,PVRL2,3.7976381591758496e-160
c_reactive_prot,19,45394969,45405062,TOMM40,2.2813197863638895e-185
c_reactive_prot,19,45410002,45412079,APOE,3.39780359052194e-243
c_reactive_prot,19,45461980,45489674,CLPTM1,6.09000848932034e-30
c_reactive_prot,19,45543755,45573405,CLASRP,1.4849618835433e-14
c_reactive_prot,19,45606231,45639716,LRRC68,2.35780125731729e-10
c_reactive_prot,19,45756763,45799910,MARK4,2.1223850369209003e-10
c_reactive_prot,2,26924018,26948154,KCNK3,1.17134934241567e-14
c_reactive_prot,2,27323198,27326067,CGREF1,5.35470480261174e-16
c_reactive_prot,2,27423913,27430237,SLC5A6,1.20162092171519e-10
c_reactive_prot,2,27505758,27526463,TRIM54,1.53316322531515e-23
c_reactive_prot,2,27587724,27590666,EIF2B4,3.3099196981919e-12
c_reactive_prot,2,27611454,27623999,PPM1G,1.70937045372668e-10
c_reactive_prot,2,27669137,27686911,IFT172,8.98735691423624e-08
c_reactive_prot,2,27887160,27907444,SLC4A1AP,5.37488906896681e-13
c_reactive_prot,2,28011829,28106866,RBKS,2.52382464309463e-18
c_reactive_prot,2,28122890,28546682,BRE,7.825099426916199e-34
c_reactive_prot,20,42988702,43057480,HNF4A,5.5117811133027386e-42
c_reactive_prot,20,62378349,62422080,ZBTB46,1.82335702092473e-08
c_reactive_prot,22,38925719,38962551,DMC1,7.74788518635634e-08
c_reactive_prot,6,31513402,31514247,ATP6V1G2,1.3904581747716098e-11
c_reactive_prot,6,32134510,32135137,EGFL8,1.73258345981306e-10
c_reactive_prot,6,32146492,32148031,RNF5,7.20503646848188e-11
c_reactive_prot,6,32154285,32157364,PBX2,8.9781415874182e-11
c_reactive_prot,6,32549284,32554386,HLA-DRB1,4.87145718064196e-12
c_reactive_prot,7,99250475,99272310,CYP3A5,7.95373002263917e-10
c_reactive_prot,8,9414049,9634022,TNKS,6.33272177002986e-13
calcium,1,151062383,151084781,GABPB2,7.2299772613249e-08
calcium,11,126202361,126211727,DCPS,3.47267580710723e-13
calcium,12,123472472,123519112,PITPNM2,5.70256254284205e-33
calcium,14,94642417,94742263,PPP4R4,1.27319077760057e-14
calcium,14,94844843,94849201,SERPINA1,2.79644313908533e-44
calcium,15,43818079,43820717,MAP1A,2.04360904662928e-23
calcium,17,67081278,67125337,ABCA6,6.082021963381269e-22
calcium,17,67412362,67536671,MAP2K6,1.53809206816132e-09
calcium,19,3096250,3119198,GNA11,5.474564678893461e-21
calcium,19,38810700,38817876,KCNK6,1.32791788774137e-11
calcium,19,50109230,50123590,PRR12,1.61183528746278e-08
calcium,2,8998871,9139679,MBOAT2,3.37478761706503e-10
calcium,2,27505758,27526463,TRIM54,1.18450131528553e-10
calcium,2,28122890,28546682,BRE,6.94544347090396e-09
calcium,2,97545306,97638495,FAM178B,6.19984324817191e-13
calcium,2,234394111,234449316,USP40,5.71524322884402e-13
calcium,3,120633847,121124369,STXBP5L,3.1981119512584e-13
calcium,3,121404501,121449011,GOLGB1,8.014734087718731e-47
calcium,3,121559769,121576421,EAF2,1.2988792253885101e-15
calcium,3,121784607,121830755,CD86,6.87088955461662e-16
calcium,3,121983674,122003757,CASR,1.69975023948744e-41
calcium,3,122044382,122060404,CSTA,9.46223748314864e-16
calcium,3,122174804,122209664,KPNA1,8.18735603509678e-80
calcium,3,122251838,122277539,PARP9,4.00852923902494e-77
calcium,3,122296638,122354792,PARP15,9.684147868191021e-24
calcium,4,3443993,3451109,HGFAC,3.0481733751842094e-11
calcium,6,74406847,74527398,CD109,3.22633748574294e-13
calcium,7,143088867,143105543,EPHA1,5.00600317917955e-09
calcium,9,80340387,80632975,GNAQ,2.74458710631682e-09
calcium,9,97529670,97839797,C9orf3,5.63694778015415e-10
cholesterol,1,55505647,55525944,PCSK9,2.9465268733062603e-181
cholesterol,1,55536159,55668004,USP24,2.26745218468636e-33
cholesterol,1,62928073,63144920,DOCK7,2.87957216661352e-19
cholesterol,1,63272693,63329459,ATG4C,7.31911962784919e-10
cholesterol,1,109757295,109779073,SARS,1.29867137974351e-19
cholesterol,1,109794123,109806313,CELSR2,7.421358711163281e-31
cholesterol,1,109823457,109823962,PSRC1,9.777512051044611e-15
cholesterol,1,109837129,109846278,MYBPHL,3.06027493737537e-33
cholesterol,1,109857815,109933450,SORT1,1.9341653250585702e-20
cholesterol,1,110091447,110123513,GNAI3,1.89676865319366e-15
cholesterol,1,110162995,110170896,AMPD2,4.66859128023245e-08
cholesterol,11,61599991,61627811,FADS2,2.58270270054281e-09
cholesterol,11,116620377,116639335,BUD13,4.83764698143189e-37
cholesterol,11,116691675,116693871,APOA4,7.51888824552466e-12
cholesterol,11,117162762,117182657,BACE1,7.88814218388723e-08
cholesterol,11,126160826,126162843,TIRAP,1.19503949869009e-10
cholesterol,11,126202361,126211727,DCPS,6.37758814647782e-08
cholesterol,12,9077330,9084534,PHC1,2.2045283376570503e-09
cholesterol,12,112869780,112935344,PTPN11,8.9436663186504e-08
cholesterol,15,58724609,58854753,LIPC,1.08899929835535e-29
cholesterol,16,56996288,57017319,CETP,7.32639069373178e-19
cholesterol,16,71790166,71815913,AP1G1,9.106758014354451e-09
cholesterol,16,72103769,72107865,HPR,4.92930225374147e-13
cholesterol,16,72130103,72143414,DHX38,5.00128136179146e-16
cholesterol,16,72824678,72993925,ZFHX3,2.7575152997236803e-09
cholesterol,17,67081278,67125337,ABCA6,2.63646156671586e-33
cholesterol,17,67412362,67536671,MAP2K6,8.488781859142329e-11
cholesterol,18,47095675,47109955,LIPG,2.98773733845239e-59
cholesterol,18,47361450,47718351,MYO5B,5.56598502843286e-08
cholesterol,19,10464138,10488926,TYK2,2.01048593863877e-10
cholesterol,19,10664661,10675334,KRI1,5.05592384308178e-25
cholesterol,19,10686123,10694720,AP1M2,1.0661290739289001e-18
cholesterol,19,10723572,10752352,SLC44A2,7.389176028783449e-33
cholesterol,19,11097807,11170677,SMARCA4,2.56928525823357e-34
cholesterol,19,11202306,11241810,LDLR,1.9226099545735705e-148
cholesterol,19,11319491,11362861,DOCK6,4.32581583433974e-21
cholesterol,19,18326191,18329784,PDE4C,1.25053012389742e-09
cholesterol,19,19155672,19168228,ARMC6,7.79563589687641e-17
cholesterol,19,19329924,19353979,NCAN,5.47301335016753e-22
cholesterol,19,19432416,19455864,MAU2,1.75489931350575e-39
cholesterol,19,19789528,19790178,ZNF101,4.54442567427531e-14
cholesterol,19,20208036,20223681,ZNF90,1.14289596437172e-11
cholesterol,19,44832693,44842435,ZFP112,1.62149861287626e-28
cholesterol,19,44891405,44896239,ZNF285,3.2791058602480904e-20
cholesterol,19,45121297,45134110,IGSF23,6.40260140154499e-36
cholesterol,19,45284266,45299199,CBLC,1.3326243905373099e-135
cholesterol,19,45316372,45323471,BCAM,3.72398721854391e-44
cholesterol,19,45351516,45390333,PVRL2,1.38324854067208e-254
cholesterol,19,45394969,45405062,TOMM40,3.67382973276013e-185
cholesterol,19,45410002,45412079,APOE,0.0
cholesterol,19,45670248,45673929,TRAPPC6A,8.395485425275649e-11
cholesterol,19,45854919,45867259,ERCC2,1.58040462332315e-08
cholesterol,19,46292649,46295223,DMWD,3.2106039425469104e-23
cholesterol,2,20891887,20991348,C2orf43,2.1995980501446e-21
cholesterol,2,21225500,21261998,APOB,7.0972730175422e-76
cholesterol,2,27505758,27526463,TRIM54,4.80497872110143e-09
cholesterol,2,28122890,28546682,BRE,3.45142446838562e-10
cholesterol,2,44040401,44065090,ABCG5,8.74394982892856e-24
cholesterol,2,44066247,44102197,ABCG8,1.42650426349093e-42
cholesterol,2,203820923,203846817,ALS2CR8,2.88093715845227e-10
cholesterol,2,234526871,234678668,UGT1A8,1.01611934425303e-09
cholesterol,20,42988702,43057480,HNF4A,3.52432877498489e-33
cholesterol,4,69342169,69349059,TMPRSS11E,4.023392884507101e-18
cholesterol,5,74682474,74797907,COL4A3BP,3.0176132823633304e-19
cholesterol,5,155759874,156184254,SGCD,5.7025044291675785e-11
cholesterol,5,156457328,156482296,HAVCR1,2.9865106178084e-12
cholesterol,6,25762241,25779000,SLC17A4,1.99221995941192e-10
cholesterol,6,31098832,31107648,PSORS1C1,8.61197555003975e-17
cholesterol,6,31110391,31125257,CCHCR1,3.97274017167678e-13
cholesterol,6,31498497,31507834,DDX39B,1.65353042650677e-15
cholesterol,6,31513402,31514247,ATP6V1G2,2.22637131610425e-19
cholesterol,6,31540556,31540784,LTA,1.14961352287321e-09
cholesterol,6,32261507,32339076,C6orf10,1.06058859696993e-14
cholesterol,6,32605326,32609813,HLA-DQA1,9.07750387043374e-32
cholesterol,6,160394730,160519228,IGF2R,6.049675333323211e-15
cholesterol,6,160779213,160857193,SLC22A3,2.54975803341733e-16
cholesterol,6,160952816,161083025,LPA,2.13875223649073e-40
cholesterol,8,28826203,28901692,HMBOX1,1.50194112702451e-08
cholesterol,9,107547273,107665739,ABCA1,6.8545087509839015e-16
corneal_hysteresis,11,130278773,130295821,ADAMTS8,4.03626690733193e-17
corneal_hysteresis,17,67081278,67125337,ABCA6,3.43424880790737e-39
corneal_hysteresis,17,67412362,67536671,MAP2K6,1.3584890954594301e-15
corneal_hysteresis,18,52902683,53242546,TCF4,1.42323175116623e-26
corneal_hysteresis,2,219553423,219563602,STK36,9.27654781641057e-14
corneal_hysteresis,2,219749923,219756383,WNT10A,3.1650817758568203e-10
corneal_hysteresis,3,171852956,172107772,FNDC3B,2.13401274152118e-10
corneal_hysteresis,9,72660559,72836019,MAMDC2,3.17895322407027e-13
creatinine,1,10701438,10752990,CASZ1,4.15243074670145e-11
creatinine,1,18807536,18808526,KLHDC7A,5.45465413295024e-11
creatinine,1,150337289,150440279,RPRD2,7.34288405636206e-10
creatinine,1,150724531,150737220,CTSS,6.70158750715188e-08
creatinine,1,150784620,150808889,ARNT,2.99881858996009e-11
creatinine,1,151062383,151084781,GABPB2,9.648583832415079e-12
creatinine,11,2470093,2868868,KCNQ1,6.02859799858635e-08
creatinine,12,3314158,3391162,TSPAN9,2.6178363550493604e-19
creatinine,14,50603986,50696798,SOS2,4.21686184972965e-11
creatinine,14,50715642,50778816,L2HGDH,1.1835496924584302e-09
creatinine,15,41275014,41374017,INO80,1.07522901423204e-08
creatinine,15,45474229,45491136,SHF,2.5107413726690904e-15
creatinine,15,75762082,75854732,PTPN9,4.77900746215816e-15
creatinine,15,76198065,76223278,FBXO22,5.693869696909559e-18
creatinine,15,76646846,77169953,SCAPER,5.9484132064469e-08
creatinine,16,20370810,20410547,PDILT,3.255515498327e-24
creatinine,16,89337526,89382880,ANKRD11,3.73419555722596e-11
creatinine,17,19437339,19474875,SLC47A1,1.31594930655273e-44
creatinine,17,37369017,37378538,STAC2,4.10588049115646e-08
creatinine,17,37628894,37682657,CDK12,7.2692364001246e-11
creatinine,17,37939398,38013360,IKZF3,6.592621287350422e-14
creatinine,17,58681552,58740228,PPM1D,1.30902382682677e-09
creatinine,17,58762945,59466118,BCAS3,1.00351488865069e-32
creatinine,17,59477903,59485758,TBX2,5.453977170185511e-14
creatinine,18,77161063,77287075,NFATC1,1.23346097655915e-12
creatinine,19,33183812,33199477,NUDT19,1.29525223879767e-08
creatinine,19,45410002,45412079,APOE,5.09804237713851e-08
creatinine,19,46179110,46182304,GIPR,2.58151998666634e-08
creatinine,2,27505758,27526463,TRIM54,3.28189492117941e-10
creatinine,2,27611454,27623999,PPM1G,4.4156685863328e-08
creatinine,2,28011829,28106866,RBKS,2.95034017187376e-08
creatinine,2,28122890,28546682,BRE,9.481501690001e-11
creatinine,2,43479638,43806918,THADA,6.209475737809291e-09
creatinine,2,120799566,120898324,EPB41L5,6.6380860234989e-10
creatinine,2,169985418,170216267,LRP2,1.25969279552097e-14
creatinine,2,177141545,177200018,MTX2,6.03060941140141e-08
creatinine,2,211300502,211333956,LANCL1,2.87324144040483e-10
creatinine,2,211349092,211541721,CPS1,2.58214980460169e-12
creatinine,20,33437621,33457367,GGT7,4.12327523235945e-08
creatinine,20,33563932,33588185,MYH7B,6.35220335005277e-10
creatinine,20,33703607,33733180,EDEM2,1.60934331580971e-09
creatinine,20,62378349,62422080,ZBTB46,2.40771501200263e-10
creatinine,22,50715888,50727782,PLXNB2,4.42653039401184e-08
creatinine,22,50926768,50928026,MIOX,4.853603632216e-08
creatinine,3,141675853,141816546,TFDP2,9.491760785185141e-14
creatinine,4,77173914,77204500,FAM47E,1.17933007081095e-10
creatinine,4,77236034,77306786,CCDC158,4.3623028976509096e-11
creatinine,4,77359675,77696073,SHROOM3,9.49262720742319e-13
creatinine,5,39286062,39364554,C9,8.83883390863235e-08
creatinine,5,53188320,53606295,ARL15,3.77177113854043e-12
creatinine,5,131639843,131671662,SLC22A4,5.09674495876261e-09
creatinine,5,176517170,176520243,FGFR4,1.01141093278301e-08
creatinine,5,176817636,176825069,SLC34A1,3.95631463135308e-17
creatinine,6,25850845,25864898,SLC17A3,4.35556346532754e-19
creatinine,6,31513402,31514247,ATP6V1G2,2.16448499939979e-13
creatinine,6,32134510,32135137,EGFL8,6.31701719822075e-08
creatinine,6,32154285,32157364,PBX2,7.71301802171179e-10
creatinine,6,34287912,34354073,NUDT3,5.20119742830616e-08
creatinine,6,131898208,131945474,ARG1,4.69976745891664e-08
creatinine,6,160544961,160578860,SLC22A1,1.48751022610583e-08
creatinine,6,160644552,160671737,SLC22A2,3.84262185404438e-08
creatinine,6,160779213,160857193,SLC22A3,1.17986948567153e-13
creatinine,6,160952816,161083025,LPA,1.47602677500605e-17
creatinine,7,151256303,151573580,PRKAG2,8.321643339976e-14
creatinine,8,145154222,145154910,SHARPIN,3.9689004544721e-12
creatinine,9,71439349,71622226,PIP5K1B,2.45562463696558e-08
cystatin_c,11,32955122,32996805,QSER1,2.25807491236402e-11
cystatin_c,12,111490653,111785515,CUX2,2.7784824210582e-17
cystatin_c,12,112182876,112189001,ACAD10,1.35925703792863e-12
cystatin_c,12,112471716,112545374,NAA25,1.9493650328889802e-17
cystatin_c,12,112869780,112935344,PTPN11,9.402979694256311e-35
cystatin_c,12,123787811,123828792,SBNO1,7.24805762075675e-08
cystatin_c,13,49612047,49775997,FNDC3A,9.149061086650313e-14
cystatin_c,14,94844843,94849201,SERPINA1,6.14729201511519e-13
cystatin_c,15,75762082,75854732,PTPN9,5.75370778321867e-09
cystatin_c,15,76198065,76223278,FBXO22,2.9192593703670607e-15
cystatin_c,15,99202875,99500055,IGF1R,6.59975213327735e-11
cystatin_c,16,20370810,20410547,PDILT,1.17789705785042e-18
