Trait,CHR,pStart,pEnd,Gene,pval_fastKAST
cholesterol,1,55505647,55525944,PCSK9,1e-14
cholesterol,1,55536159,55668004,USP24,1e-14
cholesterol,1,62928073,63144920,DOCK7,1e-14
cholesterol,1,63272693,63329459,ATG4C,3.242528467950478e-09
cholesterol,1,92981330,93257374,EVI5,2.228279782912068e-10
cholesterol,1,93323394,93425990,FAM69A,5.059636376536503e-08
cholesterol,1,109686967,109745618,KIAA1324,6.672440377997192e-14
cholesterol,1,109757295,109779073,SARS,1e-14
cholesterol,1,109794123,109806313,CELSR2,1e-14
cholesterol,1,109823457,109823962,PSRC1,1e-14
cholesterol,1,109837129,109846278,MYBPHL,1e-14
cholesterol,1,109857815,109933450,SORT1,1e-14
cholesterol,1,110091447,110123513,GNAI3,1.532107773982716e-14
cholesterol,1,110162995,110170896,AMPD2,1.6401270119814626e-08
cholesterol,1,110201812,110205811,GSTM4,1.4236780532250748e-08
cholesterol,1,220970028,220985677,MOSC1,1e-14
cholesterol,10,5241756,5260682,AKR1C4,4.472631043306308e-09
cholesterol,10,113921889,113939693,GPAM,5.440770722842103e-09
cholesterol,11,61524119,61553201,C11orf9,9.801288891608806e-09
cholesterol,11,61599991,61627811,FADS2,1e-14
cholesterol,11,116620377,116639335,BUD13,1e-14
cholesterol,11,116691675,116693871,APOA4,1e-14
cholesterol,11,117076972,117100029,PCSK7,1.8540724511240117e-13
cholesterol,11,117162762,117182657,BACE1,2.688738887091091e-08
cholesterol,11,126160826,126162843,TIRAP,5.831763072450258e-09
cholesterol,11,126202361,126211727,DCPS,8.884337709957889e-11
cholesterol,12,9077330,9084534,PHC1,1e-14
cholesterol,12,9232268,9262289,A2M,5.503571820497655e-09
cholesterol,12,51193709,51213433,ATF1,1.1575356229087674e-08
cholesterol,12,109893733,109908252,KCTD10,1.1026212165532454e-09
cholesterol,12,109994870,110011230,MMAB,1.4647572044168555e-10
cholesterol,12,110013879,110029186,MVK,1.866291010621524e-09
cholesterol,12,112869780,112935344,PTPN11,3.2514102521474797e-10
cholesterol,12,121416864,121438844,HNF1A,1e-14
cholesterol,12,121458400,121476423,OASL,3.5974756507073375e-10
cholesterol,12,125264018,125348263,SCARB1,8.624364444820287e-09
cholesterol,15,58724609,58854753,LIPC,1e-14
cholesterol,16,56900931,56946581,SLC12A3,1.145160077875573e-09
cholesterol,16,56996288,57017319,CETP,1e-14
cholesterol,16,71660310,71674405,MARVELD3,8.211651580936064e-09
cholesterol,16,71790166,71815913,AP1G1,6.459978996176119e-09
cholesterol,16,72103769,72107865,HPR,1.411093464298574e-13
cholesterol,16,72130103,72143414,DHX38,2.0372592501871625e-13
cholesterol,16,72158477,72199122,PMFBP1,1e-14
cholesterol,17,45333743,45385012,ITGB3,7.609135543873435e-12
cholesterol,17,45412629,45505768,C17orf57,1.0066920075324504e-08
cholesterol,17,67081278,67125337,ABCA6,1e-14
cholesterol,17,67412362,67536671,MAP2K6,5.5141427535154726e-08
cholesterol,17,76379869,76409312,PGS1,1e-14
cholesterol,18,47095675,47109955,LIPG,1e-14
cholesterol,18,47361450,47718351,MYO5B,1.2431167206727878e-12
cholesterol,19,10464138,10488926,TYK2,1.8072978225092132e-08
cholesterol,19,10655351,10661199,ATG4D,1e-14
cholesterol,19,10664661,10675334,KRI1,3.6637359812630166e-14
cholesterol,19,10686123,10694720,AP1M2,1e-14
cholesterol,19,10723572,10752352,SLC44A2,1e-14
cholesterol,19,10830281,10920315,DNM2,1e-14
cholesterol,19,10987013,11031712,CARM1,1e-14
cholesterol,19,11097807,11170677,SMARCA4,1e-14
cholesterol,19,11202306,11241810,LDLR,1e-14
cholesterol,19,11284028,11304404,KANK2,1.914823188897685e-09
cholesterol,19,11319491,11362861,DOCK6,1.3229417561433365e-12
cholesterol,19,19155672,19168228,ARMC6,1e-14
cholesterol,19,19293252,19301186,MEF2BNB,1e-14
cholesterol,19,19329924,19353979,NCAN,1e-14
cholesterol,19,19432416,19455864,MAU2,1e-14
cholesterol,19,19789528,19790178,ZNF101,1e-14
cholesterol,19,20208036,20223681,ZNF90,4.823708099621626e-11
cholesterol,19,44832693,44842435,ZFP112,8.216054503407121e-10
cholesterol,19,44891405,44896239,ZNF285,1e-14
cholesterol,19,44932521,44934842,ZNF229,1e-14
cholesterol,19,45121297,45134110,IGSF23,1e-14
cholesterol,19,45284266,45299199,CBLC,1e-14
cholesterol,19,45316372,45323471,BCAM,1e-14
cholesterol,19,45351516,45390333,PVRL2,1e-14
cholesterol,19,45394969,45405062,TOMM40,1e-14
cholesterol,19,45410002,45412079,APOE,1e-14
cholesterol,19,45461980,45489674,CLPTM1,2.914335439641036e-13
cholesterol,19,45513854,45537779,RELB,1e-14
cholesterol,19,45543755,45573405,CLASRP,1.6990875151279283e-08
cholesterol,19,45606231,45639716,LRRC68,1.1435297153639112e-14
cholesterol,19,45670248,45673929,TRAPPC6A,4.216283677749289e-08
cholesterol,19,46017454,46027752,VASP,3.6808744940941546e-10
cholesterol,19,46179110,46182304,GIPR,7.187365613781084e-08
cholesterol,19,46292649,46295223,DMWD,1e-14
cholesterol,19,46304585,46313758,RSPH6A,1.6934970314963493e-08
cholesterol,2,20451703,20521647,PUM2,1.845612551676368e-11
cholesterol,2,20891887,20991348,C2orf43,1e-14
cholesterol,2,21225500,21261998,APOB,1e-14
cholesterol,2,24426534,24540632,ITSN2,7.475987873206692e-08
cholesterol,2,26924018,26948154,KCNK3,1.0923914217642052e-08
cholesterol,2,27323198,27326067,CGREF1,5.3831683333172016e-08
cholesterol,2,27423913,27430237,SLC5A6,3.751087396253183e-08
cholesterol,2,27505758,27526463,TRIM54,1.2117128744826289e-08
cholesterol,2,27587724,27590666,EIF2B4,1.7574275368303915e-10
cholesterol,2,27669137,27686911,IFT172,5.62028201755993e-12
cholesterol,2,27799773,27801759,C2orf16,1e-14
cholesterol,2,27815510,27834152,ZNF512,1e-14
cholesterol,2,28122890,28546682,BRE,1e-14
cholesterol,2,44040401,44065090,ABCG5,1e-14
cholesterol,2,44066247,44102197,ABCG8,1e-14
cholesterol,2,118689345,118755038,CCDC93,1.4280064908334113e-08
cholesterol,2,169788429,169869901,ABCB11,1.0308640607803452e-09
cholesterol,2,203245215,203420712,BMPR2,3.547240279289099e-11
cholesterol,2,203745885,203773503,WDR12,2.779998453661392e-11
cholesterol,2,203820923,203846817,ALS2CR8,2.131628207280301e-14
cholesterol,2,234526871,234678668,UGT1A8,1.0217076074070521e-09
cholesterol,20,39658819,39743905,TOP1,5.2853277310305194e-12
cholesterol,20,42988702,43057480,HNF4A,1e-14
cholesterol,3,12393125,12475557,PPARG,3.6753344812012756e-10
cholesterol,3,122251838,122277539,PARP9,1.0964855690076547e-09
cholesterol,4,3443993,3451109,HGFAC,2.1285195828113497e-12
cholesterol,4,3469443,3494898,DOK7,2.458642955893708e-09
cholesterol,4,69342169,69349059,TMPRSS11E,1e-14
cholesterol,5,74648603,74655726,HMGCR,1e-14
cholesterol,5,74682474,74797907,COL4A3BP,1e-14
cholesterol,5,74979866,74998598,POC5,1e-14
cholesterol,5,156352777,156383422,TIMD4,1e-14
cholesterol,5,156457328,156482296,HAVCR1,1e-14
cholesterol,5,156514189,156531736,HAVCR2,8.832823361615283e-12
cholesterol,6,16133732,16144234,MYLIP,2.5811060955227564e-08
cholesterol,6,30071330,30080274,TRIM31,5.461631147340995e-12
cholesterol,6,30131503,30139699,TRIM15,2.2432857793575067e-09
cholesterol,6,30154049,30166266,TRIM26,2.198463633362735e-12
cholesterol,6,30646724,30651587,KIAA1949,7.503284082943652e-08
cholesterol,6,30912481,30920086,DPCR1,7.261719314755055e-08
cholesterol,6,31079242,31080016,C6orf15,2.8503976956528728e-11
cholesterol,6,31084048,31087908,CDSN,2.1865042887370123e-08
cholesterol,6,31098832,31107648,PSORS1C1,2.7089863685603177e-10
cholesterol,6,31498497,31507834,DDX39B,7.554357139838429e-11
cholesterol,6,31513402,31514247,ATP6V1G2,1e-14
cholesterol,6,31515799,31525448,NFKBIL1,3.2041036490682023e-13
cholesterol,6,31540556,31540784,LTA,1e-14
cholesterol,6,31591808,31605199,PRRC2A,2.566835632933362e-13
cholesterol,6,31631334,31632134,GPANK1,1.4210854715202004e-14
cholesterol,6,31708910,31728267,MSH5,4.204931736140338e-09
cholesterol,6,31731881,31732207,C6orf26,3.185779640091368e-09
cholesterol,6,31736065,31741659,C6orf27,3.7081449022480235e-14
cholesterol,6,32121659,32130329,PPT2,1.5236556460962447e-10
cholesterol,6,32146492,32148031,RNF5,6.487350645567602e-08
cholesterol,6,32163274,32191457,NOTCH4,3.5881297932860434e-11
cholesterol,6,32261507,32339076,C6orf10,7.906809651458956e-10
cholesterol,6,32407906,32411362,HLA-DRA,1e-14
cholesterol,6,32605326,32609813,HLA-DQA1,1e-14
cholesterol,6,32628189,32633970,HLA-DQB1,1e-14
cholesterol,6,32709964,32714143,HLA-DQA2,1e-14
cholesterol,6,32724719,32730392,HLA-DQB2,1e-14
cholesterol,6,32781112,32783896,HLA-DOB,7.278622149442526e-12
cholesterol,6,32792973,32805470,TAP2,1.1647793840552367e-11
cholesterol,6,34498328,34499387,PACSIN1,7.455636108488761e-11
cholesterol,6,34559969,34657369,C6orf106,1e-14
cholesterol,6,116278118,116371630,FRK,1.5334400416122662e-12
cholesterol,6,160394730,160519228,IGF2R,1e-14
cholesterol,6,160544961,160578860,SLC22A1,1e-14
cholesterol,6,160779213,160857193,SLC22A3,4.452327395654265e-12
cholesterol,6,160952816,161083025,LPA,1e-14
cholesterol,7,6449496,6486901,DAGLB,3.3774516516871245e-10
cholesterol,7,21484116,21547455,SP4,3.8744008001856394e-11
cholesterol,7,44555199,44579180,NPC1L1,5.333733454904177e-12
cholesterol,7,44607340,44612753,DDX56,9.401064371417076e-10
cholesterol,7,100406207,100423845,EPHB4,7.403446911080637e-08
cholesterol,8,59325371,59349053,UBXN2B,1e-14
cholesterol,8,59524884,59570619,NSMAF,1e-14
cholesterol,9,15176942,15301428,TTC39B,1.5655267082692603e-08
cholesterol,9,107547273,107665739,ABCA1,1e-14
cholesterol,9,131465481,131476649,PKN3,4.014032883858931e-09
cholesterol,9,136259231,136270538,C9orf96,1.0845115916424675e-09
corneal_hysteresis,1,165718979,165731968,TMCO1,4.62654246025096e-08
corneal_hysteresis,1,207931806,207953244,CD46,1.5906832739887022e-08
corneal_hysteresis,1,208062471,208073205,CD34,4.3171323182988885e-09
corneal_hysteresis,11,130278773,130295821,ADAMTS8,1e-14
corneal_hysteresis,15,67360728,67477569,SMAD3,1e-14
corneal_hysteresis,15,67500330,67539774,AAGAB,1.0906488712159046e-08
corneal_hysteresis,15,67555487,67786314,IQCH,3.203169729459887e-09
corneal_hysteresis,15,100514614,100880888,ADAMTS17,9.254174759831812e-09
corneal_hysteresis,17,48265495,48273439,COL1A1,8.475148649544907e-08
corneal_hysteresis,17,59477903,59485758,TBX2,1.2789569403537368e-10
corneal_hysteresis,17,67081278,67125337,ABCA6,1e-14
corneal_hysteresis,17,67145290,67212768,ABCA10,8.267508899706401e-11
corneal_hysteresis,17,67412362,67536671,MAP2K6,1.916296010762153e-10
corneal_hysteresis,18,52902683,53242546,TCF4,1e-14
corneal_hysteresis,2,112545987,112633047,ANAPC1,1e-14
corneal_hysteresis,2,219327500,219398111,USP37,1.9879036750047877e-08
corneal_hysteresis,2,219553423,219563602,STK36,1.3322565273199416e-11
corneal_hysteresis,2,219749923,219756383,WNT10A,3.0976887721578805e-11
corneal_hysteresis,2,238233717,238301184,COL6A3,2.208748028920127e-08
corneal_hysteresis,2,238402622,238454206,MLPH,3.0009550400222906e-11
corneal_hysteresis,3,132158769,132256930,DNAJC13,5.135596170546819e-09
corneal_hysteresis,3,132412266,132441046,NPHP3,7.863003581576321e-10
corneal_hysteresis,3,171562046,171574134,TMEM212,1e-14
corneal_hysteresis,3,171852956,172107772,FNDC3B,1e-14
corneal_hysteresis,4,87568863,87730980,PTPN13,4.735552627810336e-08
corneal_hysteresis,5,52395227,52399846,MOCS2,4.833991096298007e-09
corneal_hysteresis,5,79335267,79370247,THBS4,4.931944408426148e-09
corneal_hysteresis,6,50788262,50803050,TFAP2B,3.0306726239714976e-08
corneal_hysteresis,8,41127352,41164925,SFRP1,2.9519937605471114e-09
corneal_hysteresis,9,3828609,4283137,GLIS3,1e-14
corneal_hysteresis,9,72660559,72836019,MAMDC2,8.82988326900147e-09
corneal_hysteresis,9,116079812,116087937,WDR31,2.167890755799817e-09
corneal_hysteresis,9,116127576,116132334,BSPRY,7.712435712292631e-08
creatinine,1,10701438,10752990,CASZ1,1.714591035817392e-08
creatinine,1,15808767,15809141,CELA2B,4.9847606709008125e-08
creatinine,1,15858587,15873386,DNAJC16,4.3520742565306136e-14
creatinine,1,18807536,18808526,KLHDC7A,7.310677541116918e-08
creatinine,1,27027651,27093657,ARID1A,1.5532177766175435e-09
creatinine,1,27278023,27278573,C1orf172,8.235947479562356e-09
creatinine,1,46094027,46124663,GPBP1L1,2.138025245734809e-08
creatinine,1,46167552,46195375,IPP,9.1747345276616e-09
creatinine,1,46284246,46501359,MAST2,1.04689330537866e-08
creatinine,1,46521559,46595329,PIK3R3,1.668145954702993e-09
creatinine,1,78392446,78406701,NEXN,1e-14
creatinine,1,78517477,78601048,GIPC2,1e-14
creatinine,1,109837129,109846278,MYBPHL,1e-14
creatinine,1,113254648,113256368,PPM1J,1e-14
creatinine,1,150337289,150440279,RPRD2,1e-14
creatinine,1,150526044,150532376,ADAMTSL4,1.1627365736899264e-12
creatinine,1,150651482,150658971,GOLPH3L,1e-14
creatinine,1,150724531,150737220,CTSS,1e-14
creatinine,1,150784620,150808889,ARNT,1e-14
creatinine,1,150984035,151006691,PRUNE,7.57914397908621e-10
creatinine,1,151009208,151015868,BNIPL,1e-14
creatinine,1,151062383,151084781,GABPB2,1e-14
creatinine,1,156183138,156210557,PMF1-BGLAP,5.798982405380571e-10
creatinine,1,184764681,184941196,FAM129A,1.034576424530087e-09
creatinine,1,200955885,200991752,KIF21B,4.4723358127996e-08
creatinine,1,201016296,201079344,CACNA1S,4.75175454539567e-14
creatinine,1,207230003,207250300,PFKFB2,1.8263168755083825e-13
creatinine,10,1065710,1067665,IDI2,1e-14
creatinine,10,1128950,1173641,WDR37,2.3529951764800217e-08
creatinine,10,69884006,69968189,MYPN,6.354916592954396e-13
creatinine,10,70332477,70444319,TET1,7.895404330326983e-10
creatinine,10,104508202,104573017,C10orf26,3.7637215566377336e-09
creatinine,10,105038008,105048217,INA,3.936600145859615e-08
creatinine,10,131268608,131565064,MGMT,2.689210520934182e-09
creatinine,11,2169660,2181073,INS-IGF2,1.4598544595401108e-11
creatinine,11,2470093,2868868,KCNQ1,1e-14
creatinine,11,30412693,30601163,MPPED2,6.760119719562141e-08
creatinine,11,31285284,31343576,DCDC1,5.464713692671098e-08
creatinine,11,65349756,65359535,EHBP1L1,1.9088093328178957e-09
creatinine,11,65366882,65380248,MAP3K11,4.553024623987767e-13
creatinine,11,65384129,65404018,PCNXL3,1.6770181465730616e-08
creatinine,11,68831364,68855197,TPCN2,2.2870594307278225e-14
creatinine,11,78149233,78282716,NARS2,1.2261573978378235e-09
creatinine,11,111675998,111724133,ALG9,3.3808046584482554e-08
creatinine,12,332190,351684,SLC6A13,1e-14
creatinine,12,406292,497987,KDM5A,1e-14
creatinine,12,3314158,3391162,TSPAN9,1e-14
creatinine,12,15270194,15367871,RERG,2.76667577736589e-13
creatinine,13,50283568,50365706,KPNA3,2.494259243590591e-10
creatinine,13,51294123,51415234,DLEU7,2.9790317102040834e-08
creatinine,14,50603986,50696798,SOS2,4.4401310406172456e-08
creatinine,14,73138189,73360071,DPF3,7.049916206369744e-14
creatinine,14,88862364,88890225,SPATA7,6.250779360783555e-08
creatinine,14,88934651,89003662,PTPN21,3.443589413620884e-09
creatinine,14,92980553,93151596,RIN3,3.652910973706014e-09
creatinine,14,100759277,100771483,SLC25A29,1.0585421428288555e-10
creatinine,15,41275014,41374017,INO80,1e-14
creatinine,15,41476209,41487546,EXD1,1e-14
creatinine,15,45427035,45454854,DUOX1,1e-14
creatinine,15,45474229,45491136,SHF,1e-14
creatinine,15,53818149,54020988,WDR72,1e-14
creatinine,15,57731573,57837647,CGNL1,6.464071056200282e-09
creatinine,15,63343631,63358578,TPM1,1.7119639039719916e-13
creatinine,15,63414083,63433766,LACTB,7.811955526904057e-09
creatinine,15,74845566,74883323,ARID3B,1.3676393351147452e-08
creatinine,15,75142761,75157902,SCAMP2,1.2464051790672672e-08
creatinine,15,75762082,75854732,PTPN9,1e-14
creatinine,15,76198065,76223278,FBXO22,1e-14
creatinine,15,76249694,76300414,NRG4,1e-14
creatinine,15,76429349,76469081,C15orf27,2.1721180409883797e-11
creatinine,15,76646846,77169953,SCAPER,2.5914517198799562e-09
creatinine,15,78559937,78567384,DNAJA4,2.521996733673149e-08
creatinine,15,83481880,83500319,WHAMM,2.1756119128468754e-10
creatinine,15,99202875,99500055,IGF1R,2.9428866010761112e-08
creatinine,16,20370810,20410547,PDILT,1e-14
creatinine,16,53230342,53358439,CHD9,3.2563951535280466e-12
creatinine,16,67991972,67998850,SLC12A4,3.3890463657648695e-08
creatinine,16,68316015,68326200,SLC7A6,1.73705494432852e-12
creatinine,16,68351922,68383519,PRMT7,6.90116919166428e-09
creatinine,16,89240783,89261482,CDH15,9.074967133315681e-08
creatinine,16,89292039,89294595,ZNF778,7.552228842300224e-10
creatinine,16,89337526,89382880,ANKRD11,1.901101498447133e-11
creatinine,16,89643464,89661537,CPNE7,5.85130388586208e-10
creatinine,16,89898764,89932046,SPIRE2,2.0880785989163544e-10
creatinine,17,19437339,19474875,SLC47A1,1e-14
creatinine,17,37030771,37074932,LASP1,2.3879950239447112e-08
creatinine,17,37369017,37378538,STAC2,5.628830734849545e-13
creatinine,17,37438037,37554241,FBXL20,1e-14
creatinine,17,37628894,37682657,CDK12,1e-14
creatinine,17,37867211,37879588,ERBB2,1e-14
creatinine,17,37939398,38013360,IKZF3,1e-14
creatinine,17,58681552,58740228,PPM1D,6.240119532208155e-11
creatinine,17,58762945,59466118,BCAS3,1e-14
creatinine,17,59477903,59485758,TBX2,1e-14
creatinine,17,66419633,66451646,WIPI1,5.120348589571222e-13
creatinine,18,77161063,77287075,NFATC1,5.795736890412684e-09
creatinine,19,14165204,14169134,PALM3,3.92356636069735e-08
creatinine,19,33183812,33199477,NUDT19,1e-14
creatinine,19,33223766,33279598,TDRD12,1e-14
creatinine,19,33328583,33356891,SLC7A9,1e-14
creatinine,19,33372814,33459592,CEP89,1e-14
creatinine,19,38189555,38202515,ZNF607,3.4349510125153415e-08
creatinine,19,45394969,45405062,TOMM40,4.1289172081349074e-10
creatinine,19,45410002,45412079,APOE,1e-14
creatinine,19,46179110,46182304,GIPR,2.309594071547849e-09
creatinine,2,224919,242793,SH3YL1,2.1563620444808865e-08
creatinine,2,269819,277003,ACP1,2.0586386040299945e-08
creatinine,2,25462988,25530020,DNMT3A,6.237819882848329e-08
creatinine,2,27505758,27526463,TRIM54,6.592715262598858e-11
creatinine,2,27587724,27590666,EIF2B4,1.723066134218243e-13
creatinine,2,27611454,27623999,PPM1G,4.383063467727766e-09
creatinine,2,27669137,27686911,IFT172,1.0871303857129533e-12
creatinine,2,27799773,27801759,C2orf16,1e-14
creatinine,2,27815510,27834152,ZNF512,1e-14
creatinine,2,28122890,28546682,BRE,1e-14
creatinine,2,43479638,43806918,THADA,1e-14
creatinine,2,54757402,54891399,SPTBN1,6.275091557483847e-12
creatinine,2,73615717,73831714,ALMS1,1e-14
creatinine,2,73994074,74007136,DUSP11,1e-14
creatinine,2,113978940,114034627,PAX8,2.901341167316218e-09
creatinine,2,120799566,120898324,EPB41L5,3.094216549648365e-09
creatinine,2,121983299,122039275,TFCP2L1,1e-14
creatinine,2,148607647,148681521,ACVR2A,1e-14
creatinine,2,148703965,148731331,ORC4,1e-14
creatinine,2,152281935,152322095,RIF1,2.149462607903274e-09
creatinine,2,169985418,170216267,LRP2,1e-14
creatinine,2,177141545,177200018,MTX2,3.2578384434600598e-12
creatinine,2,183012930,183376487,PDE1A,5.9191227474997285e-09
creatinine,2,211300502,211333956,LANCL1,1e-14
creatinine,2,211349092,211541721,CPS1,1e-14
creatinine,2,220302285,220354108,SPEG,1e-14
creatinine,2,233604889,233721525,GIGYF2,1.2196370580142002e-09
creatinine,2,233745521,233836065,NGEF,3.6301526229465245e-09
creatinine,20,10621213,10650354,JAG1,8.121876815536666e-08
creatinine,20,25234841,25363577,PYGB,2.655238839910368e-08
creatinine,20,32988931,33081476,ITCH,1e-14
creatinine,20,33104592,33123035,DYNLRB1,1e-14
creatinine,20,33171268,33264731,PIGU,1e-14
creatinine,20,33320571,33364584,NCOA6,4.9849013805669535e-14
creatinine,20,33437621,33457367,GGT7,1e-14
creatinine,20,33467120,33509879,ACSS2,1e-14
creatinine,20,33563932,33588185,MYH7B,1e-14
creatinine,20,33592122,33678636,TRPC4AP,8.903988657493755e-14
creatinine,20,33703607,33733180,EDEM2,1e-14
creatinine,20,33833729,33859141,MMP24,1e-14
creatinine,20,34292961,34314725,RBM39,3.8220985931758384e-08
creatinine,20,34417059,34530739,PHF20,3.0836120323840524e-09
creatinine,20,52781091,52790005,CYP24A1,1.554312234475219e-14
creatinine,20,56137895,56139365,PCK1,2.1550495832300953e-09
creatinine,20,57429447,57478939,GNAS,8.184834121571782e-08
creatinine,20,60884427,60940086,LAMA5,2.6400304165008487e-10
creatinine,20,62378349,62422080,ZBTB46,2.969757773030324e-11
creatinine,21,46827326,46931109,COL18A1,3.520157498826393e-10
creatinine,22,38517880,38560836,PLA2G6,2.2247759190463508e-12
creatinine,22,40400164,40420786,FAM83F,2.9702351689309126e-10
creatinine,22,40538717,40698362,TNRC6B,6.7390537594747e-14
creatinine,22,40810951,40859004,MKL1,1e-14
creatinine,22,42458827,42464645,NAGA,1.0103500258651366e-09
creatinine,22,42563529,42611265,TCF20,6.870700497429993e-08
creatinine,22,50848643,50882338,PPP6R2,1.2260672477282242e-09
creatinine,22,50885775,50911876,SBF1,6.730601753712763e-08
creatinine,3,48205625,48229366,CDC25A,1.2126048165583825e-08
creatinine,3,48680470,48697654,CELSR3,4.755307259074471e-12
creatinine,3,48716075,48719453,NCKIPSD,4.0676149337670615e-08
creatinine,3,48725707,48752654,IP6K2,1.0762830626731554e-09
creatinine,3,49276196,49294250,CCDC36,1.0959622098738464e-10
creatinine,3,49597055,49701983,BSN,2.0821122603820186e-12
creatinine,3,49737954,49749976,RNF123,2.3836921325681715e-10
creatinine,3,50005916,50112998,RBM6,2.712424729267582e-10
creatinine,3,52263967,52269228,TWF2,9.579357973521496e-09
