Trait,CHR,pStart,pEnd,Gene,pval_fastKAST,pval_skat
c_reactive_prot,1,154303228,154316996,ATP8B2,3.419486915845482e-14,3.11029705959713e-17
c_reactive_prot,1,154382049,154423485,IL6R,1e-14,1.05216601915069e-37
c_reactive_prot,1,154499947,154516404,TDRD10,1e-14,5.31149927756559e-29
c_reactive_prot,1,154541839,154547292,CHRNB2,1e-14,1.3848173255009101e-19
c_reactive_prot,1,159146690,159168617,CADM3,1e-14,2.09655438863045e-29
c_reactive_prot,12,120671647,120696245,PXN,1e-14,4.30360531597469e-15
c_reactive_prot,12,121079806,121090195,CABP1,1e-14,8.213678998638132e-19
c_reactive_prot,12,121208238,121334133,SPPL3,1e-14,4.86534829260399e-48
c_reactive_prot,12,121416864,121438844,HNF1A,1e-14,7.10782091117613e-86
c_reactive_prot,12,121445728,121454148,C12orf43,1e-14,1.00617334576045e-45
c_reactive_prot,12,121458400,121476423,OASL,1e-14,1.01733973055108e-148
c_reactive_prot,12,121579024,121622304,P2RX7,1e-14,1.2863563232617e-38
c_reactive_prot,12,121680460,121710981,CAMKK2,1e-14,7.60122709927024e-18
c_reactive_prot,12,121750088,121781489,ANAPC5,6.448581291174095e-08,7.11987591106578e-08
c_reactive_prot,14,94844843,94849201,SERPINA1,1e-14,8.89228482128269e-27
c_reactive_prot,15,43818079,43820717,MAP1A,1e-14,2.90511316279362e-19
c_reactive_prot,17,76379869,76409312,PGS1,1.3247181129827368e-12,1.3687213025504e-12
c_reactive_prot,19,45284266,45299199,CBLC,1e-14,1.57893334563455e-26
c_reactive_prot,19,45316372,45323471,BCAM,2.3087753930894902e-11,2.11417455295995e-09
c_reactive_prot,19,45351516,45390333,PVRL2,1e-14,3.7976381591758496e-160
c_reactive_prot,19,45394969,45405062,TOMM40,1e-14,2.2813197863638895e-185
c_reactive_prot,19,45410002,45412079,APOE,1e-14,3.39780359052194e-243
c_reactive_prot,19,45461980,45489674,CLPTM1,1e-14,6.09000848932034e-30
c_reactive_prot,19,45543755,45573405,CLASRP,1.0791367799356523e-13,1.4849618835433e-14
c_reactive_prot,19,45606231,45639716,LRRC68,1e-14,2.35780125731729e-10
c_reactive_prot,19,45756763,45799910,MARK4,1.1737688598856266e-10,2.1223850369209003e-10
c_reactive_prot,2,26924018,26948154,KCNK3,2.7393975976508497e-11,1.17134934241567e-14
c_reactive_prot,2,27323198,27326067,CGREF1,1e-14,5.35470480261174e-16
c_reactive_prot,2,27423913,27430237,SLC5A6,2.0335955142058992e-11,1.20162092171519e-10
c_reactive_prot,2,27505758,27526463,TRIM54,1e-14,1.53316322531515e-23
c_reactive_prot,2,27587724,27590666,EIF2B4,1e-14,3.3099196981919e-12
c_reactive_prot,2,27611454,27623999,PPM1G,6.394229590256373e-11,1.70937045372668e-10
c_reactive_prot,2,27669137,27686911,IFT172,1e-14,8.98735691423624e-08
c_reactive_prot,2,27887160,27907444,SLC4A1AP,1e-14,5.37488906896681e-13
c_reactive_prot,2,28011829,28106866,RBKS,1e-14,2.52382464309463e-18
c_reactive_prot,2,28122890,28546682,BRE,1e-14,7.825099426916199e-34
c_reactive_prot,20,42988702,43057480,HNF4A,1e-14,5.5117811133027386e-42
c_reactive_prot,20,62378349,62422080,ZBTB46,5.4656501546901375e-11,1.82335702092473e-08
c_reactive_prot,22,38925719,38962551,DMC1,1e-14,7.74788518635634e-08
c_reactive_prot,6,31513402,31514247,ATP6V1G2,1.0436984609896172e-11,1.3904581747716098e-11
c_reactive_prot,6,32134510,32135137,EGFL8,1.9488699543046548e-10,1.73258345981306e-10
c_reactive_prot,6,32146492,32148031,RNF5,1.5772716466244674e-11,7.20503646848188e-11
c_reactive_prot,7,99250475,99272310,CYP3A5,2.0316123339192416e-08,7.95373002263917e-10
c_reactive_prot,8,9414049,9634022,TNKS,1.7459367285255212e-12,6.33272177002986e-13
calcium,1,151062383,151084781,GABPB2,1e-14,7.2299772613249e-08
calcium,11,126202361,126211727,DCPS,1e-14,3.47267580710723e-13
calcium,12,123472472,123519112,PITPNM2,1e-14,5.70256254284205e-33
calcium,14,94642417,94742263,PPP4R4,5.4733995114020224e-14,1.27319077760057e-14
calcium,14,94844843,94849201,SERPINA1,1e-14,2.79644313908533e-44
calcium,15,43818079,43820717,MAP1A,1e-14,2.04360904662928e-23
calcium,17,67081278,67125337,ABCA6,5.208611320028922e-12,6.082021963381269e-22
calcium,19,3096250,3119198,GNA11,1e-14,5.474564678893461e-21
calcium,19,38810700,38817876,KCNK6,5.324496399339296e-11,1.32791788774137e-11
calcium,19,50109230,50123590,PRR12,2.3099233636969527e-10,1.61183528746278e-08
calcium,2,27505758,27526463,TRIM54,6.08372019428316e-10,1.18450131528553e-10
calcium,2,28122890,28546682,BRE,1e-14,6.94544347090396e-09
calcium,2,97545306,97638495,FAM178B,1.887379141862766e-14,6.19984324817191e-13
calcium,2,234394111,234449316,USP40,1e-14,5.71524322884402e-13
calcium,3,120633847,121124369,STXBP5L,1.2297170837172189e-08,3.1981119512584e-13
calcium,3,121404501,121449011,GOLGB1,1e-14,8.014734087718731e-47
calcium,3,121559769,121576421,EAF2,1e-14,1.2988792253885101e-15
calcium,3,121784607,121830755,CD86,1e-14,6.87088955461662e-16
calcium,3,121983674,122003757,CASR,1e-14,1.69975023948744e-41
calcium,3,122044382,122060404,CSTA,1e-14,9.46223748314864e-16
calcium,3,122174804,122209664,KPNA1,1e-14,8.18735603509678e-80
calcium,3,122251838,122277539,PARP9,1e-14,4.00852923902494e-77
calcium,3,122296638,122354792,PARP15,1e-14,9.684147868191021e-24
calcium,4,3443993,3451109,HGFAC,1e-14,3.0481733751842094e-11
calcium,6,74406847,74527398,CD109,1e-14,3.22633748574294e-13
calcium,9,80340387,80632975,GNAQ,1e-14,2.74458710631682e-09
calcium,9,97529670,97839797,C9orf3,1e-14,5.63694778015415e-10
cholesterol,1,55505647,55525944,PCSK9,1e-14,2.9465268733062603e-181
cholesterol,1,55536159,55668004,USP24,1e-14,2.26745218468636e-33
cholesterol,1,62928073,63144920,DOCK7,1e-14,2.87957216661352e-19
cholesterol,1,63272693,63329459,ATG4C,3.242528467950478e-09,7.31911962784919e-10
cholesterol,1,109757295,109779073,SARS,1e-14,1.29867137974351e-19
cholesterol,1,109794123,109806313,CELSR2,1e-14,7.421358711163281e-31
cholesterol,1,109823457,109823962,PSRC1,1e-14,9.777512051044611e-15
cholesterol,1,109837129,109846278,MYBPHL,1e-14,3.06027493737537e-33
cholesterol,1,109857815,109933450,SORT1,1e-14,1.9341653250585702e-20
cholesterol,1,110091447,110123513,GNAI3,1.532107773982716e-14,1.89676865319366e-15
cholesterol,1,110162995,110170896,AMPD2,1.6401270119814626e-08,4.66859128023245e-08
cholesterol,11,61599991,61627811,FADS2,1e-14,2.58270270054281e-09
cholesterol,11,116620377,116639335,BUD13,1e-14,4.83764698143189e-37
cholesterol,11,116691675,116693871,APOA4,1e-14,7.51888824552466e-12
cholesterol,11,117162762,117182657,BACE1,2.688738887091091e-08,7.88814218388723e-08
cholesterol,11,126160826,126162843,TIRAP,5.831763072450258e-09,1.19503949869009e-10
cholesterol,11,126202361,126211727,DCPS,8.884337709957889e-11,6.37758814647782e-08
cholesterol,12,9077330,9084534,PHC1,1e-14,2.2045283376570503e-09
cholesterol,12,112869780,112935344,PTPN11,3.2514102521474797e-10,8.9436663186504e-08
cholesterol,15,58724609,58854753,LIPC,1e-14,1.08899929835535e-29
cholesterol,16,56996288,57017319,CETP,1e-14,7.32639069373178e-19
cholesterol,16,71790166,71815913,AP1G1,6.459978996176119e-09,9.106758014354451e-09
cholesterol,16,72103769,72107865,HPR,1.411093464298574e-13,4.92930225374147e-13
cholesterol,16,72130103,72143414,DHX38,2.0372592501871625e-13,5.00128136179146e-16
cholesterol,17,67081278,67125337,ABCA6,1e-14,2.63646156671586e-33
cholesterol,17,67412362,67536671,MAP2K6,5.5141427535154726e-08,8.488781859142329e-11
cholesterol,18,47095675,47109955,LIPG,1e-14,2.98773733845239e-59
cholesterol,18,47361450,47718351,MYO5B,1.2431167206727878e-12,5.56598502843286e-08
cholesterol,19,10464138,10488926,TYK2,1.8072978225092132e-08,2.01048593863877e-10
cholesterol,19,10664661,10675334,KRI1,3.6637359812630166e-14,5.05592384308178e-25
cholesterol,19,10686123,10694720,AP1M2,1e-14,1.0661290739289001e-18
cholesterol,19,10723572,10752352,SLC44A2,1e-14,7.389176028783449e-33
cholesterol,19,11097807,11170677,SMARCA4,1e-14,2.56928525823357e-34
cholesterol,19,11202306,11241810,LDLR,1e-14,1.9226099545735705e-148
cholesterol,19,11319491,11362861,DOCK6,1.3229417561433365e-12,4.32581583433974e-21
cholesterol,19,19155672,19168228,ARMC6,1e-14,7.79563589687641e-17
cholesterol,19,19329924,19353979,NCAN,1e-14,5.47301335016753e-22
cholesterol,19,19432416,19455864,MAU2,1e-14,1.75489931350575e-39
cholesterol,19,19789528,19790178,ZNF101,1e-14,4.54442567427531e-14
cholesterol,19,20208036,20223681,ZNF90,4.823708099621626e-11,1.14289596437172e-11
cholesterol,19,44832693,44842435,ZFP112,8.216054503407121e-10,1.62149861287626e-28
cholesterol,19,44891405,44896239,ZNF285,1e-14,3.2791058602480904e-20
cholesterol,19,45121297,45134110,IGSF23,1e-14,6.40260140154499e-36
cholesterol,19,45284266,45299199,CBLC,1e-14,1.3326243905373099e-135
cholesterol,19,45316372,45323471,BCAM,1e-14,3.72398721854391e-44
cholesterol,19,45351516,45390333,PVRL2,1e-14,1.38324854067208e-254
cholesterol,19,45394969,45405062,TOMM40,1e-14,3.67382973276013e-185
cholesterol,19,45410002,45412079,APOE,1e-14,0.0
cholesterol,19,45670248,45673929,TRAPPC6A,4.216283677749289e-08,8.395485425275649e-11
cholesterol,19,46292649,46295223,DMWD,1e-14,3.2106039425469104e-23
cholesterol,2,20891887,20991348,C2orf43,1e-14,2.1995980501446e-21
cholesterol,2,21225500,21261998,APOB,1e-14,7.0972730175422e-76
cholesterol,2,27505758,27526463,TRIM54,1.2117128744826289e-08,4.80497872110143e-09
cholesterol,2,28122890,28546682,BRE,1e-14,3.45142446838562e-10
cholesterol,2,44040401,44065090,ABCG5,1e-14,8.74394982892856e-24
cholesterol,2,44066247,44102197,ABCG8,1e-14,1.42650426349093e-42
cholesterol,2,203820923,203846817,ALS2CR8,2.131628207280301e-14,2.88093715845227e-10
cholesterol,2,234526871,234678668,UGT1A8,1.0217076074070521e-09,1.01611934425303e-09
cholesterol,20,42988702,43057480,HNF4A,1e-14,3.52432877498489e-33
cholesterol,4,69342169,69349059,TMPRSS11E,1e-14,4.023392884507101e-18
cholesterol,5,74682474,74797907,COL4A3BP,1e-14,3.0176132823633304e-19
cholesterol,5,156457328,156482296,HAVCR1,1e-14,2.9865106178084e-12
cholesterol,6,31098832,31107648,PSORS1C1,2.7089863685603177e-10,8.61197555003975e-17
cholesterol,6,31498497,31507834,DDX39B,7.554357139838429e-11,1.65353042650677e-15
cholesterol,6,31513402,31514247,ATP6V1G2,1e-14,2.22637131610425e-19
cholesterol,6,31540556,31540784,LTA,1e-14,1.14961352287321e-09
cholesterol,6,32261507,32339076,C6orf10,7.906809651458956e-10,1.06058859696993e-14
cholesterol,6,32605326,32609813,HLA-DQA1,1e-14,9.07750387043374e-32
cholesterol,6,160394730,160519228,IGF2R,1e-14,6.049675333323211e-15
cholesterol,6,160779213,160857193,SLC22A3,4.452327395654265e-12,2.54975803341733e-16
cholesterol,6,160952816,161083025,LPA,1e-14,2.13875223649073e-40
cholesterol,9,107547273,107665739,ABCA1,1e-14,6.8545087509839015e-16
corneal_hysteresis,11,130278773,130295821,ADAMTS8,1e-14,4.03626690733193e-17
corneal_hysteresis,17,67081278,67125337,ABCA6,1e-14,3.43424880790737e-39
corneal_hysteresis,17,67412362,67536671,MAP2K6,1.916296010762153e-10,1.3584890954594301e-15
corneal_hysteresis,18,52902683,53242546,TCF4,1e-14,1.42323175116623e-26
corneal_hysteresis,2,219553423,219563602,STK36,1.3322565273199416e-11,9.27654781641057e-14
corneal_hysteresis,2,219749923,219756383,WNT10A,3.0976887721578805e-11,3.1650817758568203e-10
corneal_hysteresis,3,171852956,172107772,FNDC3B,1e-14,2.13401274152118e-10
corneal_hysteresis,9,72660559,72836019,MAMDC2,8.82988326900147e-09,3.17895322407027e-13
creatinine,1,10701438,10752990,CASZ1,1.714591035817392e-08,4.15243074670145e-11
creatinine,1,18807536,18808526,KLHDC7A,7.310677541116918e-08,5.45465413295024e-11
creatinine,1,150337289,150440279,RPRD2,1e-14,7.34288405636206e-10
creatinine,1,150724531,150737220,CTSS,1e-14,6.70158750715188e-08
creatinine,1,150784620,150808889,ARNT,1e-14,2.99881858996009e-11
creatinine,1,151062383,151084781,GABPB2,1e-14,9.648583832415079e-12
creatinine,11,2470093,2868868,KCNQ1,1e-14,6.02859799858635e-08
creatinine,12,3314158,3391162,TSPAN9,1e-14,2.6178363550493604e-19
creatinine,14,50603986,50696798,SOS2,4.4401310406172456e-08,4.21686184972965e-11
creatinine,15,41275014,41374017,INO80,1e-14,1.07522901423204e-08
creatinine,15,45474229,45491136,SHF,1e-14,2.5107413726690904e-15
creatinine,15,75762082,75854732,PTPN9,1e-14,4.77900746215816e-15
creatinine,15,76198065,76223278,FBXO22,1e-14,5.693869696909559e-18
creatinine,15,76646846,77169953,SCAPER,2.5914517198799562e-09,5.9484132064469e-08
creatinine,16,20370810,20410547,PDILT,1e-14,3.255515498327e-24
creatinine,16,89337526,89382880,ANKRD11,1.901101498447133e-11,3.73419555722596e-11
creatinine,17,19437339,19474875,SLC47A1,1e-14,1.31594930655273e-44
creatinine,17,37369017,37378538,STAC2,5.628830734849545e-13,4.10588049115646e-08
creatinine,17,37628894,37682657,CDK12,1e-14,7.2692364001246e-11
creatinine,17,37939398,38013360,IKZF3,1e-14,6.592621287350422e-14
creatinine,17,58681552,58740228,PPM1D,6.240119532208155e-11,1.30902382682677e-09
creatinine,17,58762945,59466118,BCAS3,1e-14,1.00351488865069e-32
creatinine,17,59477903,59485758,TBX2,1e-14,5.453977170185511e-14
creatinine,18,77161063,77287075,NFATC1,5.795736890412684e-09,1.23346097655915e-12
creatinine,19,33183812,33199477,NUDT19,1e-14,1.29525223879767e-08
creatinine,19,45410002,45412079,APOE,1e-14,5.09804237713851e-08
creatinine,19,46179110,46182304,GIPR,2.309594071547849e-09,2.58151998666634e-08
creatinine,2,27505758,27526463,TRIM54,6.592715262598858e-11,3.28189492117941e-10
creatinine,2,27611454,27623999,PPM1G,4.383063467727766e-09,4.4156685863328e-08
creatinine,2,28122890,28546682,BRE,1e-14,9.481501690001e-11
creatinine,2,43479638,43806918,THADA,1e-14,6.209475737809291e-09
creatinine,2,120799566,120898324,EPB41L5,3.094216549648365e-09,6.6380860234989e-10
creatinine,2,169985418,170216267,LRP2,1e-14,1.25969279552097e-14
creatinine,2,177141545,177200018,MTX2,3.2578384434600598e-12,6.03060941140141e-08
creatinine,2,211300502,211333956,LANCL1,1e-14,2.87324144040483e-10
creatinine,2,211349092,211541721,CPS1,1e-14,2.58214980460169e-12
creatinine,20,33437621,33457367,GGT7,1e-14,4.12327523235945e-08
creatinine,20,33563932,33588185,MYH7B,1e-14,6.35220335005277e-10
creatinine,20,33703607,33733180,EDEM2,1e-14,1.60934331580971e-09
creatinine,20,62378349,62422080,ZBTB46,2.969757773030324e-11,2.40771501200263e-10
creatinine,3,141675853,141816546,TFDP2,1e-14,9.491760785185141e-14
creatinine,4,77173914,77204500,FAM47E,1e-14,1.17933007081095e-10
creatinine,4,77236034,77306786,CCDC158,1e-14,4.3623028976509096e-11
creatinine,4,77359675,77696073,SHROOM3,1e-14,9.49262720742319e-13
creatinine,5,39286062,39364554,C9,1e-14,8.83883390863235e-08
creatinine,5,53188320,53606295,ARL15,1e-14,3.77177113854043e-12
creatinine,5,131639843,131671662,SLC22A4,7.707502747145156e-09,5.09674495876261e-09
creatinine,5,176517170,176520243,FGFR4,3.73894093463889e-09,1.01141093278301e-08
creatinine,5,176817636,176825069,SLC34A1,1e-14,3.95631463135308e-17
creatinine,6,25850845,25864898,SLC17A3,1.6500570465538544e-08,4.35556346532754e-19
creatinine,6,31513402,31514247,ATP6V1G2,2.787614583610321e-11,2.16448499939979e-13
creatinine,6,32134510,32135137,EGFL8,3.8637093524585e-11,6.31701719822075e-08
creatinine,6,34287912,34354073,NUDT3,6.37269015335562e-10,5.20119742830616e-08
creatinine,6,131898208,131945474,ARG1,3.508317725220422e-08,4.69976745891664e-08
creatinine,6,160544961,160578860,SLC22A1,1e-14,1.48751022610583e-08
creatinine,6,160644552,160671737,SLC22A2,1e-14,3.84262185404438e-08
creatinine,6,160779213,160857193,SLC22A3,6.747813419138993e-10,1.17986948567153e-13
creatinine,6,160952816,161083025,LPA,7.558187409273387e-11,1.47602677500605e-17
creatinine,7,151256303,151573580,PRKAG2,1e-14,8.321643339976e-14
creatinine,8,145154222,145154910,SHARPIN,2.740030424774887e-13,3.9689004544721e-12
creatinine,9,71439349,71622226,PIP5K1B,1e-14,2.45562463696558e-08
cystatin_c,11,32955122,32996805,QSER1,3.183453500810174e-12,2.25807491236402e-11
cystatin_c,12,111490653,111785515,CUX2,1e-14,2.7784824210582e-17
cystatin_c,12,112182876,112189001,ACAD10,2.644551244657123e-13,1.35925703792863e-12
cystatin_c,12,112471716,112545374,NAA25,1e-14,1.9493650328889802e-17
cystatin_c,12,112869780,112935344,PTPN11,1e-14,9.402979694256311e-35
cystatin_c,13,49612047,49775997,FNDC3A,1e-14,9.149061086650313e-14
cystatin_c,14,94844843,94849201,SERPINA1,8.151469721440208e-09,6.14729201511519e-13
cystatin_c,15,75762082,75854732,PTPN9,1e-14,5.75370778321867e-09
cystatin_c,15,76198065,76223278,FBXO22,1e-14,2.9192593703670607e-15
cystatin_c,15,99202875,99500055,IGF1R,1e-14,6.59975213327735e-11
cystatin_c,16,20370810,20410547,PDILT,1e-14,1.17789705785042e-18
cystatin_c,16,89167138,89219366,ACSF3,1.2145839889399213e-13,5.55877903251978e-13
cystatin_c,16,89240783,89261482,CDH15,1e-14,8.10326410337358e-17
cystatin_c,16,89292039,89294595,ZNF778,1e-14,1.10251390615573e-14
cystatin_c,16,89337526,89382880,ANKRD11,1e-14,8.906489625688639e-22
cystatin_c,16,89643464,89661537,CPNE7,9.570122472268851e-14,7.94614173707257e-09
cystatin_c,17,38545824,38548163,TOP2A,5.9158471343856434e-08,5.57722031890862e-08
cystatin_c,17,57973920,58022484,RPS6KB1,1e-14,4.30562135944612e-08
cystatin_c,17,58681552,58740228,PPM1D,8.929783579247895e-10,4.38662641766285e-08
cystatin_c,17,58762945,59466118,BCAS3,1e-14,5.87247948185935e-22
cystatin_c,19,45410002,45412079,APOE,1e-14,1.94666939578768e-14
cystatin_c,2,120799566,120898324,EPB41L5,1e-14,7.33428537764086e-19
cystatin_c,2,169985418,170216267,LRP2,1.806554905670055e-12,6.0246392570784e-13
cystatin_c,2,177141545,177200018,MTX2,9.838796444228137e-13,2.31367396679041e-08
cystatin_c,2,203245215,203420712,BMPR2,1e-14,6.00693181862511e-08
cystatin_c,2,203820923,203846817,ALS2CR8,1.946776073680212e-12,4.28173717592628e-08
cystatin_c,20,23016970,23017082,SSTR4,1e-14,6.94013233955695e-23
cystatin_c,20,23368411,23400412,NAPB,1e-14,2.5001004953851003e-168
cystatin_c,20,25177987,25205031,ENTPD6,1e-14,1.7587313005778298e-22
cystatin_c,20,25434139,25497127,NINL,3.5860203695392556e-14,4.88708500545475e-13
cystatin_c,20,30645680,30678894,HCK,9.487077790026888e-11,2.48239398749671e-08
cystatin_c,4,77173914,77204500,FAM47E,1e-14,6.95076110550921e-13
cystatin_c,4,77236034,77306786,CCDC158,1e-14,2.04701630928269e-14
cystatin_c,4,77359675,77696073,SHROOM3,1e-14,8.438329488050451e-21
cystatin_c,5,176517170,176520243,FGFR4,1.4620100796669533e-08,3.29305291923987e-08
cystatin_c,6,29625001,29635928,MOG,3.2992120146957404e-10,4.2597043256571095e-11
cystatin_c,6,29910663,29912968,HLA-A,1e-14,2.30859322769561e-08
cystatin_c,6,30030057,30030135,ZNRD1,4.576194978511694e-11,2.05278714027202e-08
cystatin_c,6,30039418,30041559,RNF39,2.651995623104142e-09,1.74180389833724e-09
cystatin_c,6,30071330,30080274,TRIM31,1e-14,9.3169051227057e-09
cystatin_c,6,31237257,31238716,HLA-C,1e-14,1.07522209312319e-12
cystatin_c,6,31513402,31514247,ATP6V1G2,1e-14,4.8038682451339895e-30
cystatin_c,6,31868765,31912523,ZBTB12,2.572930757338554e-11,8.52007160943865e-16
cystatin_c,6,31928148,31937037,SKIV2L,1.9115820037995945e-12,2.90177696221834e-11
cystatin_c,6,32085278,32093922,ATF6B,4.5195829967425993e-08,2.6818368525916e-08
cystatin_c,6,32121659,32130329,PPT2,1.3455903058456897e-13,4.69579956739965e-12
cystatin_c,6,32149883,32151934,AGER,1e-14,2.60302894904072e-10
cystatin_c,6,51483961,51947237,PKHD1,2.6942337250090983e-11,2.15848163787058e-08
cystatin_c,7,127318957,127731618,SND1,1e-14,5.81393703104955e-12
cystatin_c,7,151256303,151573580,PRKAG2,1e-14,3.0579014209664e-08
fev1_fvc,1,3407999,3526417,MEGF6,1e-14,1.45334827579226e-10
fev1_fvc,1,92981330,93257374,EVI5,5.750955267558311e-14,2.9755671829542703e-09
fev1_fvc,1,155166193,155175089,THBS3,8.659739592076222e-14,3.58780399833947e-08
fev1_fvc,13,28879839,29067865,FLT1,3.350764110621185e-12,5.0192756584533e-13
fev1_fvc,16,75327916,75452534,CFDP1,1e-14,1.99557122991843e-15
fev1_fvc,17,77071040,77082320,ENGASE,8.852937938286232e-09,8.29157249526702e-08
fev1_fvc,19,41497274,41521638,CYP2B6,1.1435646873891871e-08,2.3545664326453498e-12
fev1_fvc,19,46179110,46182304,GIPR,1.6187362561481675e-10,1.18087456224771e-10
fev1_fvc,3,25472040,25634257,RARB,1e-14,5.6496627673014487e-11
fev1_fvc,4,106476143,106593886,ARHGEF38,1e-14,5.1555804134807694e-11
fev1_fvc,4,106646182,106755110,GSTCD,1e-14,1.79544654202149e-18
fev1_fvc,4,106817415,106888075,NPNT,1e-14,1.52142241721953e-09
fev1_fvc,4,145568352,145659064,HHIP,3.2565818930407886e-09,1.60201174548291e-08
fev1_fvc,4,145923298,146015170,ANAPC10,1.2821455008804603e-10,6.140924530837561e-10
fev1_fvc,4,146059891,146080339,OTUD4,1.0464296096301949e-11,4.97801662860188e-10
fev1_fvc,5,148206440,148207447,ADRB2,2.000621890374532e-13,3.56833728728513e-14
fev1_fvc,5,156908653,157002695,ADAM19,1e-14,1.00215027853778e-12
fev1_fvc,5,157098756,157106968,C5orf52,1e-14,2.0838724866595802e-17
fev1_fvc,6,31079242,31080016,C6orf15,1e-14,7.29479013444749e-10
fev1_fvc,6,31098832,31107648,PSORS1C1,1e-14,7.283625028310271e-09
